"Name","cluster","gene_description"
"rluA","blue","dual specificity 23S rRNA pseudouridine(746)  tRNA pseudouridine(32) synthase  SAM-dependent (EC:4.2.1.70)  K06177 tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]"
"rluB","red","23S rRNA pseudouridine(2605) synthase (EC:4.2.1.70)  K06178 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]"
"rluC","turquoise","23S rRNA pseudouridine(955 2504 2580) synthase (EC:4.2.1.70)  K06179 23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]"
"rluD","turquoise","23S rRNA pseudouridine(1911 1915 1917) synthase (EC:4.2.1.70)  K06180 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]"
"rluE","brown","23S rRNA pseudouridine(2457) synthase (EC:4.2.1.70)  K06181 23S rRNA pseudouridine2457 synthase [EC:5.4.99.20]"
"rluF","blue","23S rRNA pseudouridine(2604) synthase (EC:4.2.1.70)  K06182 23S rRNA pseudouridine2604 synthase [EC:5.4.99.21]"
"rmf","turquoise","ribosome modulation factor  K03812 ribosome modulation factor"
"rmuC","turquoise","predicted recombination limiting protein  K09760 DNA recombination protein RmuC"
"rnb","turquoise","ribonuclease II (EC:3.1.13.1)  K01147 exoribonuclease II [EC:3.1.13.1]"
"rnd","turquoise","ribonuclease D (EC:3.1.26.3)  K03684 ribonuclease D [EC:3.1.13.5]"
"rnhA","grey","ribonuclease HI  degrades RNA of DNA-RNA hybrids (EC:3.1.26.4)  K03469 ribonuclease HI [EC:3.1.26.4]"
"rnhB","turquoise","ribonuclease HII  degrades RNA of DNA-RNA hybrids (EC:3.1.26.4)  K03470 ribonuclease HII [EC:3.1.26.4]"
"rnk","yellow","regulator of nucleoside diphosphate kinase  K06140 regulator of nucleoside diphosphate kinase"
"rnlA","blue","CP4-57 prophage  RNase LS"
"rnpA","brown","protein C5 component of RNase P (EC:3.1.26.5)  K03536 ribonuclease P protein component [EC:3.1.26.5]"
"rnpB","blue","RNase P  M1 RNA component  K01978 M1 RNA"
"rnt","turquoise","ribonuclease T (RNase T) (EC:3.1.13.-)  K03683 ribonuclease T [EC:3.1.13.-]"
"rodZ","yellow","cytoskeletal protein required for MreB assembly  K15539 cytoskeleton protein RodZ"
"rpiA","brown","ribose 5-phosphate isomerase  constitutive (EC:5.3.1.6)  K01807 ribose 5-phosphate isomerase A [EC:5.3.1.6]"
"rpiB","turquoise","ribose 5-phosphate isomerase B/allose 6-phosphate isomerase (EC:5.3.1.6)  K01808 ribose 5-phosphate isomerase B [EC:5.3.1.6]"
"rplA","brown","50S ribosomal subunit protein L1  K02863 large subunit ribosomal protein L1"
"rplB","brown","50S ribosomal subunit protein L2  K02886 large subunit ribosomal protein L2"
"rplC","brown","50S ribosomal subunit protein L3  K02906 large subunit ribosomal protein L3"
"rplD","brown","50S ribosomal subunit protein L4  K02926 large subunit ribosomal protein L4"
"rplE","brown","50S ribosomal subunit protein L5  K02931 large subunit ribosomal protein L5"
"rplF","brown","50S ribosomal subunit protein L6  K02933 large subunit ribosomal protein L6"
"rplI","turquoise","50S ribosomal subunit protein L9  K02939 large subunit ribosomal protein L9"
"rplJ","brown","50S ribosomal subunit protein L10  K02864 large subunit ribosomal protein L10"
"rplK","brown","50S ribosomal subunit protein L11  K02867 large subunit ribosomal protein L11"
"rplL","brown","50S ribosomal subunit protein L7/L12  K02935 large subunit ribosomal protein L7/L12"
"rplM","brown","50S ribosomal subunit protein L13  K02871 large subunit ribosomal protein L13"
"rplN","brown","50S ribosomal subunit protein L14  K02874 large subunit ribosomal protein L14"
"rplO","brown","50S ribosomal subunit protein L15  K02876 large subunit ribosomal protein L15"
"rplP","brown","50S ribosomal subunit protein L16  K02878 large subunit ribosomal protein L16"
"rplQ","yellow","50S ribosomal subunit protein L17  K02879 large subunit ribosomal protein L17"
"rplR","brown","50S ribosomal subunit protein L18  K02881 large subunit ribosomal protein L18"
"rplS","yellow","50S ribosomal subunit protein L19  K02884 large subunit ribosomal protein L19"
"rplT","turquoise","50S ribosomal subunit protein L20  K02887 large subunit ribosomal protein L20"
"rplU","brown","50S ribosomal subunit protein L21  K02888 large subunit ribosomal protein L21"
"rplV","brown","50S ribosomal subunit protein L22  K02890 large subunit ribosomal protein L22"
"rplW","brown","50S ribosomal subunit protein L23  K02892 large subunit ribosomal protein L23"
"rplX","brown","50S ribosomal subunit protein L24  K02895 large subunit ribosomal protein L24"
"rplY","turquoise","50S ribosomal subunit protein L25  K02897 large subunit ribosomal protein L25"
"rpmA","yellow","50S ribosomal subunit protein L27  K02899 large subunit ribosomal protein L27"
"rpmB","brown","50S ribosomal subunit protein L28  K02902 large subunit ribosomal protein L28"
"rpmC","yellow","50S ribosomal subunit protein L29  K02904 large subunit ribosomal protein L29"
"rpmD","brown","50S ribosomal subunit protein L30  K02907 large subunit ribosomal protein L30"
"rpmE","turquoise","50S ribosomal subunit protein L31  K02909 large subunit ribosomal protein L31"
"rpmF","brown","50S ribosomal subunit protein L32  K02911 large subunit ribosomal protein L32"
"rpmG","turquoise","50S ribosomal subunit protein L33  K02913 large subunit ribosomal protein L33"
"rpmH","brown","50S ribosomal subunit protein L34  K02914 large subunit ribosomal protein L34"
"rpmI","brown","50S ribosomal subunit protein L35  K02916 large subunit ribosomal protein L35"
"rpoA","brown","RNA polymerase  alpha subunit (EC:2.7.7.6)  K03040 DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]"
"rpoB","brown","RNA polymerase  beta subunit (EC:2.7.7.6)  K03043 DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]"
"rpoC","yellow","RNA polymerase  beta prime subunit (EC:2.7.7.6)  K03046 DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]"
"rpoH","turquoise","RNA polymerase  sigma 32 (sigma H) factor  K03089 RNA polymerase sigma-32 factor"
"rpoN","turquoise","RNA polymerase  sigma 54 (sigma N) factor  K03092 RNA polymerase sigma-54 factor"
"rpoZ","turquoise","RNA polymerase  omega subunit (EC:2.7.7.6)  K03060 DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]"
"rppH","brown","RNA pyrophosphohydrolase (EC:3.6.1.-)  K08311 putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]"
"rprA","turquoise","sRNA antisense activator for RpoS translation  Hfq-dependent"
"rpsA","brown","30S ribosomal subunit protein S1  K02945 small subunit ribosomal protein S1"
"rpsB","brown","30S ribosomal subunit protein S2  K02967 small subunit ribosomal protein S2"
"rpsC","brown","30S ribosomal subunit protein S3  K02982 small subunit ribosomal protein S3"
"rpsD","brown","30S ribosomal subunit protein S4  K02986 small subunit ribosomal protein S4"
"rpsD","brown","30S ribosomal subunit protein S4  K02986 small subunit ribosomal protein S4"
"rpsE","brown","30S ribosomal subunit protein S5  K02988 small subunit ribosomal protein S5"
"rpsF","brown","30S ribosomal subunit protein S6  K02990 small subunit ribosomal protein S6"
"rpsG","brown","30S ribosomal subunit protein S7  K02992 small subunit ribosomal protein S7"
"rpsH","brown","30S ribosomal subunit protein S8  K02994 small subunit ribosomal protein S8"
"rpsI","turquoise","30S ribosomal subunit protein S9  K02996 small subunit ribosomal protein S9"
"rpsJ","brown","30S ribosomal subunit protein S10  K02946 small subunit ribosomal protein S10"
"rpsK","brown","30S ribosomal subunit protein S11  K02948 small subunit ribosomal protein S11"
"rpsL","brown","30S ribosomal subunit protein S12  K02950 small subunit ribosomal protein S12"
"rpsM","brown","30S ribosomal subunit protein S13  K02952 small subunit ribosomal protein S13"
"rpsN","brown","30S ribosomal subunit protein S14  K02954 small subunit ribosomal protein S14"
"rpsO","turquoise","30S ribosomal subunit protein S15  K02956 small subunit ribosomal protein S15"
"rpsP","yellow","30S ribosomal subunit protein S16  K02959 small subunit ribosomal protein S16"
"rpsQ","yellow","30S ribosomal subunit protein S17  K02961 small subunit ribosomal protein S17"
"rpsR","yellow","30S ribosomal subunit protein S18  K02963 small subunit ribosomal protein S18"
"rpsS","brown","30S ribosomal subunit protein S19  K02965 small subunit ribosomal protein S19"
"rpsT","turquoise","30S ribosomal subunit protein S20  K02968 small subunit ribosomal protein S20"
"rpsU","brown","30S ribosomal subunit protein S21  K02970 small subunit ribosomal protein S21"
"rraA","turquoise","ribonuclease E (RNase E) inhibitor protein  K02553 regulator of ribonuclease activity A"
"rrfC","blue","5S ribosomal RNA of rrnC operon  K01985 5S ribosomal RNA"
"rrfC","blue","5S ribosomal RNA of rrnC operon  K01985 5S ribosomal RNA"
"rrfD","yellow","5S ribosomal RNA of rrnD operon  K01985 5S ribosomal RNA"
"rrfF","grey","5S ribosomal RNA of rrnD operon  K01985 5S ribosomal RNA"
"rrfG","turquoise","5S ribosomal RNA of rrnG operon  K01985 5S ribosomal RNA"
"rrfG","turquoise","5S ribosomal RNA of rrnG operon  K01985 5S ribosomal RNA"
"rrfH","blue","5S ribosomal RNA of rrnH operon  K01985 5S ribosomal RNA"
"rrlA","brown","23S ribosomal RNA of rrnA operon  K01980 23S ribosomal RNA"
"rrlC","brown","23S ribosomal RNA of rrnC operon  K01980 23S ribosomal RNA"
"rrlD","brown","23S ribosomal RNA of rrnD operon  K01980 23S ribosomal RNA"
"rrlE","brown","23S ribosomal RNA of rrnE operon  K01980 23S ribosomal RNA"
"rrlG","brown","23S ribosomal RNA of rrnG operon  K01980 23S ribosomal RNA"
"rrlH","brown","23S ribosomal RNA of rrnH operon  K01980 23S ribosomal RNA"
"rrsA","brown","16S ribosomal RNA of rrnA operon  K01977 16S ribosomal RNA"
"rrsB","brown","16S ribosomal RNA of rrnB operon  K01977 16S ribosomal RNA"
"rrsC","yellow","16S ribosomal RNA of rrnC operon  K01977 16S ribosomal RNA"
"rrsE","brown","16S ribosomal RNA of rrnE operon  K01977 16S ribosomal RNA"
"rrsH","brown","16S ribosomal RNA of rrnH operon  K01977 16S ribosomal RNA"
"rseB","yellow","anti-sigma E factor  binds RseA  K03598 sigma-E factor negative regulatory protein RseB"
"rseC","blue","RseC protein involved in reduction of the SoxR iron-sulfur cluster  K03803 sigma-E factor negative regulatory protein RseC"
"rseP","blue","inner membrane zinc RIP metalloprotease  RpoE activator  by degrading RseA  cleaved signal peptide endoprotease (EC:3.4.24.-)  K11749 regulator of sigma E protease [EC:3.4.24.-]"
"rseP","blue","inner membrane zinc RIP metalloprotease  RpoE activator  by degrading RseA  cleaved signal peptide endoprotease (EC:3.4.24.-)  K11749 regulator of sigma E protease [EC:3.4.24.-]"
"rseP","blue","inner membrane zinc RIP metalloprotease  RpoE activator  by degrading RseA  cleaved signal peptide endoprotease (EC:3.4.24.-)  K11749 regulator of sigma E protease [EC:3.4.24.-]"
"rseX","turquoise","sRNA antisense regulator of ompA and ompC translation  Hfq-dependent"
"rsgA","turquoise","ribosome small subunit-dependent GTPase A (EC:3.6.1.-)  K06949 ribosome biogenesis GTPase [EC:3.6.1.-]"
"rsmA","brown","16S rRNA m(6)A1518  m(6)A1519 dimethyltransferase  SAM-dependent (EC:2.1.1.-)  K02528 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]"
"rsmB","pink","16S rRNA m(5)C967 methyltransferase  SAM-dependent (EC:2.1.1.61)  K03500 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]"
"rsmC","blue","16S rRNA m(2)G1207 methyltransferase  SAM-dependent (EC:2.1.1.172)  K00564 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]"
"rsmD","brown","16S rRNA m(2)G966 methyltransferase  SAM-dependent  K08316 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]"
"rsmE","red","16S rRNA m(3)U1498 methyltransferase  SAM-dependent  K09761 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]"
"rsmF","blue","16S rRNA m(5)C1407 methyltransferase  SAM-dependent  K11392 16S rRNA (cytosine1407-C5)-methyltransferase [EC:2.1.1.178]"
"rsmF","blue","16S rRNA m(5)C1407 methyltransferase  SAM-dependent  K11392 16S rRNA (cytosine1407-C5)-methyltransferase [EC:2.1.1.178]"
"rsmG","turquoise","16S rRNA m(7)G527 methyltransferase  SAM-dependent  glucose-inhibited cell-division protein  K03501 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]"
"rsmI","turquoise","16S rRNA C1402 2'-O-ribose methyltransferase  SAM-dependent  K07056 16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]"
"rspB","turquoise","predicted oxidoreductase  Zn-dependent and NAD(P)-binding  K08322 starvation sensing protein RspB [EC:1.1.1.-]"
"rssA","brown","predicted phospholipase  patatin-like family  K07001 NTE family protein"
"rssA","brown","predicted phospholipase  patatin-like family  K07001 NTE family protein"
"rssB","turquoise","response regulator binding RpoS to initiate proteolysis by ClpXP  required for the PcnB-degradosome interaction during stationary phase  K02485 two-component system  unclassified family  response regulator"
"rstA","turquoise","multicopy supressor of yjeE  yeaZ or ygjD deletion lethality  predicted response regulator of two-component regulatory system with sensor protein RstB  K07661 two-component system  OmpR family  response regulator RstA"
"rstA","turquoise","multicopy supressor of yjeE  yeaZ or ygjD deletion lethality  predicted response regulator of two-component regulatory system with sensor protein RstB  K07661 two-component system  OmpR family  response regulator RstA"
"rstA","turquoise","multicopy supressor of yjeE  yeaZ or ygjD deletion lethality  predicted response regulator of two-component regulatory system with sensor protein RstB  K07661 two-component system  OmpR family  response regulator RstA"
"rstA","turquoise","multicopy supressor of yjeE  yeaZ or ygjD deletion lethality  predicted response regulator of two-component regulatory system with sensor protein RstB  K07661 two-component system  OmpR family  response regulator RstA"
"rsuA","yellow","16S rRNA pseudouridine(516) synthase (EC:4.2.1.70)  K06183 16S rRNA pseudouridine516 synthase [EC:5.4.99.19]"
"rsxA","brown","electron transport complex protein required for the reduction of SoxR  K03617 electron transport complex protein RnfA"
"rsxA","brown","electron transport complex protein required for the reduction of SoxR  K03617 electron transport complex protein RnfA"
"rsxB","turquoise","electron transport complex protein  iron-sulfur protein  required for the reduction of SoxR  K03616 electron transport complex protein RnfB"
"rsxC","brown","electron transport complex protein required for the reduction of SoxR  predicted membrane-associated NADH oxidoreductase  K03615 electron transport complex protein RnfC"
"rsxD","turquoise","electron transport complex protein required for the reduction of SoxR  predicted membrane protein  K03614 electron transport complex protein RnfD"
"rsxE","yellow","electron transport complex inner membrane NADH-quinone reductase required for the reduction of SoxR  K03613 electron transport complex protein RnfE"
"rsxG","turquoise","electron transport complex protein required for the reduction of SoxR  K03612 electron transport complex protein RnfG"
"rtcA","turquoise","RNA 3'-terminal phosphate cyclase (EC:6.5.1.4)  K01974 RNA 3'-terminal phosphate cyclase (ATP) [EC:6.5.1.4]"
"rtcB","turquoise","conserved protein  K14415 tRNA-splicing ligase RtcB [EC:6.5.1.3]"
"rtcR","turquoise","sigma 54-dependent transcriptional regulator of rtcBA expression  K14414 transcriptional regulatory protein RtcR"
"rttR","turquoise","rtT sRNA  processed from tyrT transcript"
"rttR","turquoise","rtT sRNA  processed from tyrT transcript"
"rusA","turquoise","DLP12 prophage  endonuclease RUS (EC:3.1.22.-)  K01160 crossover junction endodeoxyribonuclease RusA [EC:3.1.22.4]"
"rutA","blue","pyrimidine oxygenase  FMN-dependent  K09018 pyrimidine oxygenase [EC:1.14.99.46]"
"rutB","turquoise","ureidoacrylate amidohydrolase  K09020 ureidoacrylate peracid hydrolase [EC:3.5.1.110]"
"rutC","black","putative aminoacrylate deaminase  reactive intermediate detoxification  K09021 aminoacrylate peracid reductase"
"rutD","black","putative aminoacrylate hydrolase  reactive intermediate detoxification  K09023 aminoacrylate hydrolase [EC:3.5.1.-]"
"rutE","blue","malonic semialdehyde reductase  K09019 3-hydroxypropanoate dehydrogenase [EC:1.1.1.-]"
"rutF","blue","flavin:NADH reductase  K09024 flavin reductase [EC:1.5.1.-]"
"rutG","turquoise","pyrimidine permease  K09016 putative pyrimidine permease RutG"
"rutR","turquoise","DNA-binding transcriptional repressor for rut operon  K09017 TetR/AcrR family transcriptional regulator"
"ruvB","pink","ATP-dependent DNA helicase  component of RuvABC resolvasome (EC:3.1.22.4)  K03551 holliday junction DNA helicase RuvB [EC:3.6.4.12]"
"ruvC","turquoise","component of RuvABC resolvasome  endonuclease (EC:3.1.22.4)  K01159 crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]"
"rybB","turquoise","sRNA antisense regulator of ompC and ompW mRNA instability  Hfq-dependent"
"rybB","turquoise","sRNA antisense regulator of ompC and ompW mRNA instability  Hfq-dependent"
"rybB","turquoise","sRNA antisense regulator of ompC and ompW mRNA instability  Hfq-dependent"
"rydB","yellow","novel sRNA  function unknown"
"rydC","brown","sRNA antisense regulator of yejABEF  Hfq-dependent  over-expression causes a thermosensitive growth phenotype on minimal glycerol  maltose  or ribose media"
"rydC","brown","sRNA antisense regulator of yejABEF  Hfq-dependent  over-expression causes a thermosensitive growth phenotype on minimal glycerol  maltose  or ribose media"
"ryeA","turquoise","novel sRNA  function unknown"
"ryfA","turquoise","novel sRNA  function unknown"
"ryfD","pink","novel sRNA  function unknown"
"ryjA","yellow","novel sRNA  function unknown"
"ryjB","blue","novel sRNA  function unknown"
"rzoD","black","DLP12 prophage  predicted lipoprotein"
"rzoQ","blue","probable Rz1-like lipoprotein  Qin prophage"
"rzoR","blue","Rac prophage  predicted lipoprotein"
"rzpD","turquoise","DLP12 prophage  predicted murein endopeptidase  K14744 prophage endopeptidase [EC:3.4.-.-]"
"rzpQ","red","Rz-like protein  Qin prophage"
"rzpR","turquoise","pseudogene"
"sad","brown","succinate semialdehyde dehydrogenase  NAD(P)+-dependent (EC:1.2.1.24)  K08324 succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24]"
"safA","turquoise","two-component system connector membrane protein  EvgSA to PhoQP"
"safA","turquoise","two-component system connector membrane protein  EvgSA to PhoQP"
"sanA","turquoise","vancomycin high temperature exclusion protein  mutants have a defective envelope more permeable to vancomycin at 42 degrees  K03748 SanA protein"
